timestamp,equity,price,position
2024-01-01 00:00:00+00:00,10000.0,42488.0,0
2024-01-01 00:15:00+00:00,10000.0,42419.73,0
2024-01-01 00:30:00+00:00,10000.0,42441.32,0
2024-01-01 00:45:00+00:00,10000.0,42475.23,0
2024-01-01 01:00:00+00:00,10000.0,42466.33,0
2024-01-01 01:15:00+00:00,10000.0,42493.16,0
2024-01-01 01:30:00+00:00,10000.0,42697.5,0
2024-01-01 01:45:00+00:00,10000.0,42613.56,0
2024-01-01 02:00:00+00:00,10000.0,42556.63,0
2024-01-01 02:15:00+00:00,10000.0,42546.01,0
2024-01-01 02:30:00+00:00,10000.0,42535.75,0
2024-01-01 02:45:00+00:00,10000.0,42581.1,0
2024-01-01 03:00:00+00:00,10000.0,42508.24,0
2024-01-01 03:15:00+00:00,10000.0,42429.47,0
2024-01-01 03:30:00+00:00,10000.0,42302.19,0
2024-01-01 03:45:00+00:00,10000.0,42330.49,0
2024-01-01 04:00:00+00:00,10000.0,42287.5,0
2024-01-01 04:15:00+00:00,10000.0,42307.39,0
2024-01-01 04:30:00+00:00,10000.0,42310.98,0
2024-01-01 04:45:00+00:00,10000.0,42399.99,0
2024-01-01 05:00:00+00:00,10000.0,42352.0,0
2024-01-01 05:15:00+00:00,10000.0,42297.91,0
2024-01-01 05:30:00+00:00,10000.0,42300.02,0
2024-01-01 05:45:00+00:00,10000.0,42234.01,0
2024-01-01 06:00:00+00:00,10000.0,42276.01,0
2024-01-01 06:15:00+00:00,10000.0,42321.1,0
2024-01-01 06:30:00+00:00,10000.0,42377.62,0
2024-01-01 06:45:00+00:00,10000.0,42396.69,0
2024-01-01 07:00:00+00:00,10000.0,42454.01,0
2024-01-01 07:15:00+00:00,10000.0,42487.7,0
2024-01-01 07:30:00+00:00,10000.0,42446.72,0
2024-01-01 07:45:00+00:00,10000.0,42492.46,0
2024-01-01 08:00:00+00:00,10000.0,42514.28,0
2024-01-01 08:15:00+00:00,10000.0,42482.0,0
2024-01-01 08:30:00+00:00,10000.0,42492.91,0
2024-01-01 08:45:00+00:00,10000.0,42549.99,0
2024-01-01 09:00:00+00:00,10000.0,42574.24,0
2024-01-01 09:15:00+00:00,10000.0,42588.01,0
2024-01-01 09:30:00+00:00,10000.0,42639.02,0
2024-01-01 09:45:00+00:00,10000.0,42649.69,0
2024-01-01 10:00:00+00:00,10000.0,42663.27,0
2024-01-01 10:15:00+00:00,10000.0,42666.42,0
2024-01-01 10:30:00+00:00,10000.0,42712.0,0
2024-01-01 10:45:00+00:00,10000.0,42691.1,0
2024-01-01 11:00:00+00:00,10000.0,42695.16,0
2024-01-01 11:15:00+00:00,10000.0,42681.1,0
2024-01-01 11:30:00+00:00,10000.0,42607.81,0
2024-01-01 11:45:00+00:00,10000.0,42690.2,0
2024-01-01 12:00:00+00:00,10000.0,42626.53,0
2024-01-01 12:15:00+00:00,10000.0,42684.15,0
2024-01-01 12:30:00+00:00,10000.0,42755.76,0
2024-01-01 12:45:00+00:00,10000.0,42648.38,0
2024-01-01 13:00:00+00:00,10000.0,42700.08,0
2024-01-01 13:15:00+00:00,10000.0,42717.27,0
2024-01-01 13:30:00+00:00,10000.0,42740.76,0
2024-01-01 13:45:00+00:00,10000.0,42715.54,0
2024-01-01 14:00:00+00:00,10000.0,42646.99,0
2024-01-01 14:15:00+00:00,10000.0,42621.09,0
2024-01-01 14:30:00+00:00,10000.0,42646.56,0
2024-01-01 14:45:00+00:00,10000.0,42612.24,0
2024-01-01 15:00:00+00:00,10000.0,42649.99,0
2024-01-01 15:15:00+00:00,10000.0,42683.2,0
2024-01-01 15:30:00+00:00,10000.0,42845.96,0
2024-01-01 15:45:00+00:00,10000.0,42783.05,0
2024-01-01 16:00:00+00:00,10000.0,42839.74,0
2024-01-01 16:15:00+00:00,10000.0,42723.04,0
2024-01-01 16:30:00+00:00,10000.0,42775.59,0
2024-01-01 16:45:00+00:00,10000.0,42725.15,0
2024-01-01 17:00:00+00:00,10000.0,42777.53,0
2024-01-01 17:15:00+00:00,10000.0,42731.11,0
2024-01-01 17:30:00+00:00,10000.0,42731.04,0
2024-01-01 17:45:00+00:00,10000.0,42812.7,0
2024-01-01 18:00:00+00:00,10000.0,43104.16,0
2024-01-01 18:15:00+00:00,10000.0,43063.05,0
2024-01-01 18:30:00+00:00,10000.0,43152.11,0
2024-01-01 18:45:00+00:00,10000.0,43111.1,0
2024-01-01 19:00:00+00:00,10000.0,43179.7,0
2024-01-01 19:15:00+00:00,10000.0,43262.01,0
2024-01-01 19:30:00+00:00,10000.0,43395.09,0
2024-01-01 19:45:00+00:00,10000.0,43517.99,0
2024-01-01 20:00:00+00:00,10000.0,43643.98,0
2024-01-01 20:15:00+00:00,10000.0,43699.56,0
2024-01-01 20:30:00+00:00,10000.0,43800.0,0
2024-01-01 20:45:00+00:00,10000.0,43687.86,0
2024-01-01 21:00:00+00:00,10000.0,43724.56,0
2024-01-01 21:15:00+00:00,10000.0,43656.15,0
2024-01-01 21:30:00+00:00,10000.0,43483.76,0
2024-01-01 21:45:00+00:00,10000.0,43619.21,0
2024-01-01 22:00:00+00:00,10000.0,43518.99,0
2024-01-01 22:15:00+00:00,10000.0,43471.1,0
2024-01-01 22:30:00+00:00,10000.0,43447.06,0
2024-01-01 22:45:00+00:00,10000.0,43529.93,0
2024-01-01 23:00:00+00:00,10000.0,43673.87,0
2024-01-01 23:15:00+00:00,10000.0,43989.99,0
2024-01-01 23:30:00+00:00,10000.0,44084.87,0
2024-01-01 23:45:00+00:00,10000.0,44179.55,0
2024-01-02 00:00:00+00:00,10000.0,44630.09,0
2024-01-02 00:15:00+00:00,10000.0,44609.79,0
2024-01-02 00:30:00+00:00,10000.0,44732.01,0
2024-01-02 00:45:00+00:00,10000.0,45056.0,0
2024-01-02 01:00:00+00:00,10000.0,44841.22,0
2024-01-02 01:15:00+00:00,10000.0,44930.24,0
2024-01-02 01:30:00+00:00,10000.0,44806.64,0
2024-01-02 01:45:00+00:00,10000.0,44855.96,0
2024-01-02 02:00:00+00:00,10000.0,44980.37,0
2024-01-02 02:15:00+00:00,10000.0,45099.99,0
2024-01-02 02:30:00+00:00,10000.0,45294.75,0
2024-01-02 02:45:00+00:00,10000.0,45378.96,0
2024-01-02 03:00:00+00:00,10000.0,45250.45,0
2024-01-02 03:15:00+00:00,10000.0,45316.71,0
2024-01-02 03:30:00+00:00,10000.0,45418.03,0
2024-01-02 03:45:00+00:00,10000.0,45402.38,0
2024-01-02 04:00:00+00:00,10000.0,45390.0,0
2024-01-02 04:15:00+00:00,10000.0,45362.27,0
2024-01-02 04:30:00+00:00,10000.0,45224.91,0
2024-01-02 04:45:00+00:00,10000.0,45179.8,0
2024-01-02 05:00:00+00:00,10000.0,45314.0,0
2024-01-02 05:15:00+00:00,10000.0,45261.08,0
2024-01-02 05:30:00+00:00,10000.0,45249.21,0
2024-01-02 05:45:00+00:00,10000.0,45179.48,0
2024-01-02 06:00:00+00:00,10000.0,45240.02,0
2024-01-02 06:15:00+00:00,10000.0,45250.2,0
2024-01-02 06:30:00+00:00,10000.0,45295.0,0
2024-01-02 06:45:00+00:00,10000.0,45168.75,0
2024-01-02 07:00:00+00:00,10998.5,45339.3,1
2024-01-02 07:15:00+00:00,11001.186411126771,45461.1,1
2024-01-02 07:30:00+00:00,11002.627103859124,45526.42,1
2024-01-02 07:45:00+00:00,11001.063559649134,45455.53,1
2024-01-02 08:00:00+00:00,11005.272932092026,45646.38,1
2024-01-02 08:15:00+00:00,11007.525723820174,45748.52,1
2024-01-02 08:30:00+00:00,11005.742502641197,45667.67,1
2024-01-02 08:45:00+00:00,11007.763486644037,45759.3,1
2024-01-02 09:00:00+00:00,11006.25927286041,45691.1,1
2024-01-02 09:15:00+00:00,11009.347542860167,45831.12,1
2024-01-02 09:30:00+00:00,11005.592742940451,45660.88,1
2024-01-02 09:45:00+00:00,11005.870647539772,45673.48,1
2024-01-02 10:00:00+00:00,11006.291033386047,45692.54,1
2024-01-02 10:15:00+00:00,11005.306898209721,45647.92,1
2024-01-02 10:30:00+00:00,11003.83444495173,45581.16,1
2024-01-02 10:45:00+00:00,11003.918919127556,45584.99,1
2024-01-02 11:00:00+00:00,11003.367741672235,45560.0,1
2024-01-02 11:15:00+00:00,11001.96873462978,45496.57,1
2024-01-02 11:30:00+00:00,10996.441962050583,45245.99,1
2024-01-02 11:45:00+00:00,11000.58847511982,45433.99,1
2024-01-02 12:00:00+00:00,10997.793703034675,45375.34,0
2024-01-02 12:15:00+00:00,10997.793703034675,45450.0,0
2024-01-02 12:30:00+00:00,10997.793703034675,45455.31,0
2024-01-02 12:45:00+00:00,10997.793703034675,45301.99,0
2024-01-02 13:00:00+00:00,10997.793703034675,45472.8,0
2024-01-02 13:15:00+00:00,12095.923404282687,45525.12,1
2024-01-02 13:30:00+00:00,12099.241697442701,45662.48,1
2024-01-02 13:45:00+00:00,12098.648627429027,45637.93,1
2024-01-02 14:00:00+00:00,12101.809412789076,45768.77,1
2024-01-02 14:15:00+00:00,12098.65104319283,45638.03,1
2024-01-02 14:30:00+00:00,12095.908426547107,45524.5,1
2024-01-02 14:45:00+00:00,12089.488051087457,45258.73,1
2024-01-02 15:00:00+00:00,12085.669453243809,45100.66,1
2024-01-02 15:15:00+00:00,12083.334617528059,45004.01,1
2024-01-02 15:30:00+00:00,12090.112767606954,45284.59,1
2024-01-02 15:45:00+00:00,12087.702560060545,45184.82,1
2024-01-02 16:00:00+00:00,12085.196688267531,45081.09,1
2024-01-02 16:15:00+00:00,12087.808128938743,45189.19,1
2024-01-02 16:30:00+00:00,12088.93822324586,45235.97,1
2024-01-02 16:45:00+00:00,12091.882314592767,45357.84,1
2024-01-02 17:00:00+00:00,12089.035336950747,45239.99,1
2024-01-02 17:15:00+00:00,12088.262775686497,45208.01,1
2024-01-02 17:30:00+00:00,12084.911144985997,45069.27,1
2024-01-02 17:45:00+00:00,12082.420009352183,44966.15,1
2024-01-02 18:00:00+00:00,12083.811730879183,45023.76,1
2024-01-02 18:15:00+00:00,12084.643748076638,45125.89,0
2024-01-02 18:30:00+00:00,12084.643748076638,45077.88,0
2024-01-02 18:45:00+00:00,12084.643748076638,45154.69,0
2024-01-02 19:00:00+00:00,12084.643748076638,45121.11,0
2024-01-02 19:15:00+00:00,12084.643748076638,44873.99,0
2024-01-02 19:30:00+00:00,12084.643748076638,44958.76,0
2024-01-02 19:45:00+00:00,12084.643748076638,45039.49,0
2024-01-02 20:00:00+00:00,12084.643748076638,45093.77,0
2024-01-02 20:15:00+00:00,12084.643748076638,44954.41,0
2024-01-02 20:30:00+00:00,12084.643748076638,44831.53,0
2024-01-02 20:45:00+00:00,12084.643748076638,44788.28,0
2024-01-02 21:00:00+00:00,12084.643748076638,44843.99,0
2024-01-02 21:15:00+00:00,12084.643748076638,44805.11,0
2024-01-02 21:30:00+00:00,12084.643748076638,44943.84,0
2024-01-02 21:45:00+00:00,13291.295426322089,45119.74,1
2024-01-02 22:00:00+00:00,13292.202047660936,45153.59,1
2024-01-02 22:15:00+00:00,13289.731270156988,45061.34,1
2024-01-02 22:30:00+00:00,13286.143085200847,44927.37,1
2024-01-02 22:45:00+00:00,13287.599036042198,44981.73,1
2024-01-02 23:00:00+00:00,13287.692510443161,44985.22,1
2024-01-02 23:15:00+00:00,13287.217371224517,44967.48,1
2024-01-02 23:30:00+00:00,13283.582315150414,44831.76,1
2024-01-02 23:45:00+00:00,13286.666434712253,44946.91,1
2024-01-03 00:00:00+00:00,13288.248535819659,45005.98,1
2024-01-03 00:15:00+00:00,13285.35672175894,44898.01,1
2024-01-03 00:30:00+00:00,13292.035186480996,45147.36,1
2024-01-03 00:45:00+00:00,13291.720480403257,45135.61,1
2024-01-03 01:00:00+00:00,13292.967252141021,45182.16,1
2024-01-03 01:15:00+00:00,13292.435331910903,45162.3,1
2024-01-03 01:30:00+00:00,13294.556584792343,45241.5,1
2024-01-03 01:45:00+00:00,13296.59427316633,45317.58,1
2024-01-03 02:00:00+00:00,13295.440440159608,45274.5,1
2024-01-03 02:15:00+00:00,13296.733547345415,45322.78,1
2024-01-03 02:30:00+00:00,13295.32982432122,45270.37,1
2024-01-03 02:45:00+00:00,13293.623398109092,45274.57,0
2024-01-03 03:00:00+00:00,13293.623398109092,45288.02,0
2024-01-03 03:15:00+00:00,13293.623398109092,45233.3,0
2024-01-03 03:30:00+00:00,13293.623398109092,45204.99,0
2024-01-03 03:45:00+00:00,13293.623398109092,45262.69,0
2024-01-03 04:00:00+00:00,13293.623398109092,45220.53,0
2024-01-03 04:15:00+00:00,13293.623398109092,45206.89,0
2024-01-03 04:30:00+00:00,13293.623398109092,45160.07,0
2024-01-03 04:45:00+00:00,13293.623398109092,45183.45,0
2024-01-03 05:00:00+00:00,13293.623398109092,45229.99,0
2024-01-03 05:15:00+00:00,13293.623398109092,45289.06,0
2024-01-03 05:30:00+00:00,13293.623398109092,45240.95,0
2024-01-03 05:45:00+00:00,13293.623398109092,45172.13,0
2024-01-03 06:00:00+00:00,13293.623398109092,45204.02,0
2024-01-03 06:15:00+00:00,14620.991694410284,45286.33,1
